100,8550.4936,28729.4844,428.7175,NS
101,8462.7295,28843.4865,390.6627,NS
102,8428.0529,28823.6762,392.2847,NS
103,8482.5447,28820.3745,405.0436,NS
104,8539.5134,28819.5491,414.2119,NS
105,8556.8517,28798.9133,421.975,NS
106,8581.6207,28767.547,425.3956,NS
107,8601.4359,28790.659,423.3722,NS
108,8594.8308,28805.5168,422.1466,NS
109,8642.7176,28812.1202,418.0077,NS
110,8664.184,28817.0728,414.8571,NS
111,8634.4612,28779.9285,420.9686,NS
112,8603.0872,28770.8487,423.9441,Tree 
113,8605.5641,28739.4824,425.8682,NS
114,8589.877,28722.9738,427.9465,NS
115,8567.5849,28711.4178,429.7053,tree 
116,8531.2571,28713.8941,430.5173,NS
117,8477.5909,28716.3704,433.0082,NS
118,8499.0574,28715.545,432.3379,TREE 
119,8466.8577,28694.9092,437.7922,NS
120,8433.0067,28709.767,430.1148,NS
121,8501.3628,28703.6825,434.3033,TREE 
122,8424.8785,28721.3903,426.2962,NS
123,8420.853,28704.8899,430.1598,NS
124,8424.8785,28691.609,433.6595,NS
125,8448.6289,28704.4874,433.78,NS
126,8455.4722,28715.3536,432.1649,NS
127,8556.5121,28747.952,427.392,NS
128,8581.4701,28743.9275,426.7263,NS
129,8610.8562,28729.0369,427.0231,NS
130,8641.45,28739.5006,425.5485,NS
131,8658.0387,28783.434,418.2657,NS
132,8681.1333,28827.6308,412.6961,NS
133,8711.0186,28812.1768,410.9665,NS
134,8725.4459,28830.7216,408.178,NS
135,8764.6059,28821.4492,403.6242,NS
136,8826.4375,28822.4795,397.6629,NS
137,8874.8722,28827.6308,393.2866,NS
138,8929.4901,28835.873,389.1534,NS
139,8815.1017,28837.9335,397.2675,NS
140,8867.6585,28816.2978,394.9985,NS
141,8913.0017,28830.7216,390.2912,NS
142,8894.4522,28790.5411,394.0865,NS
143,8906.8185,28820.4189,391.3477,NS
144,8898.5743,28834.8427,391.0442,NS
145,8694.5301,28841.0244,410.1246,NS
146,8696.5912,28811.1465,412.7262,NS
147,8747.087,28814.2373,404.2152,NS
148,8726.4764,28784.3594,409.4056,NS
149,8729.568,28758.6026,417.8172,NS
150,8748.1175,28728.7247,426.3655,NS
151,8768.728,28727.6945,430.0058,NS
152,8766.667,28745.2091,427.2131,NS
153,8800.6743,28739.0275,425.9706,NS
154,8784.1859,28743.1486,426.7565,NS
155,8765.6364,28800.8438,410.8745,NS
156,8766.667,28778.1778,418.2863,NS
157,8756.3617,28752.421,423.732,NS
158,8743.9954,28787.4502,413.0889,NS
159,8784.1859,28803.9346,407.8901,NS
160,8786.247,28778.1778,418.1405,NS
